name;duration;genre_id;disc_number;track_number;;uri;explicit;popularity
Dream On;266960;94;1;3;;https://p.scdn.co/mp3-preview/4c7fea33f70ea10631656c9bccace988ee2aaa42?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;79
Dreamer;284906;9;1;3;;https://p.scdn.co/mp3-preview/9af3f27d9ee94fda996cb797aa7881217e0db796?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;65
Dreams;259019;121;1;2;;https://p.scdn.co/mp3-preview/3403d444ee5ae8d53f30e4f8dfc007534d830614?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;37
Dreams;294000;95;1;4;;https://p.scdn.co/mp3-preview/48d53f5e0a6db0c7a0a6a53d26893286d9cd2a15?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;60
Dreams - 2004 Remaster;257800;1;1;2;;https://p.scdn.co/mp3-preview/40d1f6d82f16b05b62aae47e8e130de04b407fc8?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;86
Dreams and Scars (feat. Renan Zonta);303346;138;1;1;;https://p.scdn.co/mp3-preview/fde0d980405e5be87dc1d1d5c6dffe0023ce850f?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;38
Drive;222666;137;1;1;;https://p.scdn.co/mp3-preview/a84aa44b90ee9d7bae4aeadc28207fde889084f9?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;38
Drive;232453;94;1;8;;https://p.scdn.co/mp3-preview/529519c74312d9a940114264e608f8cbf779628a?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;75
Drive;234493;94;1;4;;https://p.scdn.co/mp3-preview/5a37fd1bbe7bd0e6c469d963fe8444a35076c2ee?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;69
Drops of Jupiter (Tell Me);259933;17;1;3;;https://p.scdn.co/mp3-preview/553c05f6d369a9862a0b380f287247fa7f7231ea?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;79
Drunken Dwarves;272767;93;1;3;;https://p.scdn.co/mp3-preview/3d954f8f3896d13637b70117c233becf5b80d00d?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;45
Duality;252613;94;1;4;;https://p.scdn.co/mp3-preview/0d69e64bedfe9428d4cb07ee9b134b38e0230c6d?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;77
Eagle Rock - 2011 Remaster;250066;137;1;7;;https://p.scdn.co/mp3-preview/d2c8c7672227054901c898a841c127605a84cfcc?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;61
Early Grave;212466;92;1;1;;https://p.scdn.co/mp3-preview/2e455115f1f8ca46b8cc2a0cf8ee1f9d93a439a3?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;44
Easy;186960;95;1;14;;https://p.scdn.co/mp3-preview/9e8808ac856bdf7552ca2b378635f80fc32c207c?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;57
Edge of Seventeen;329680;137;1;1;;https://p.scdn.co/mp3-preview/e849a11dce294f701daa39b3a1e4334005f99b11?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;72
Ego Is Not a Dirty Word - 2015 Remaster;176986;9;1;5;;https://p.scdn.co/mp3-preview/f2362d101b97e768b3dee8e3a4e43b56a3d5feb5?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;23
Electric Crown;330226;95;1;2;;https://p.scdn.co/mp3-preview/6962417f84cf9324685b8d688893fc82fcfd43db?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;51
Ella;234922;79;1;1;;https://p.scdn.co/mp3-preview/8b95c5b08c0b97c785ce1a745b3e8732922006ef?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;43
Embers Fire;284360;40;1;1;;https://p.scdn.co/mp3-preview/0f828d44fe3b420457537fe79c7de2b7d5c386ea?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;38
Emotions;248093;149;1;1;;https://p.scdn.co/mp3-preview/a633070f13aee1e789efeba97c2215180139ae1b?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;64
Empire State of Mind (Part II) Broken Down;216480;121;1;14;;https://p.scdn.co/mp3-preview/0712e4df797095206b72af861cdc7d0b3a9fadad?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;74
Enchantment;364600;93;1;1;;https://p.scdn.co/mp3-preview/0fab69b921ba36fecba6695eb8823b4ba1286533?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;41
End of the Attention Span;313354;138;1;1;;https://p.scdn.co/mp3-preview/1dfc1c9a2cf9f75c7026a2b88b782a2630e2a3cd?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;44
Enjoy the Silence - cover version;245573;95;1;13;;https://p.scdn.co/mp3-preview/9a1afb894f5f8dac650fcc27641ca8fb176bbc34?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;57
Entertain You;211045;95;1;1;;https://p.scdn.co/mp3-preview/3bb74739f51b566347077a64e58688787fd87111?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;56
Epic;293653;95;1;2;;https://p.scdn.co/mp3-preview/990d2a036460850226e2058f1dc9ad063e13dc61?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;53
Eradicate;272442;93;1;1;;https://p.scdn.co/mp3-preview/0d83a18812d9c2ff9116e43956f2fd98155a2965?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;33
Eruption - 2015 Remaster;102080;149;1;2;;https://p.scdn.co/mp3-preview/06af5d61b27cb305d4cfe00175084840f1b641a9?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;64
Essence of Creation;220413;1;1;1;;https://p.scdn.co/mp3-preview/0b818ced37aaf401a218f1dd97a70f4016abdfcb?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;35
Eternal;359238;135;1;1;;https://p.scdn.co/mp3-preview/7a52db4a0e0dc7e9034239b7699577adf6cb131a?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;38
Eternal Wheel Of Time And Space;404320;138;1;1;;https://p.scdn.co/mp3-preview/9cb8ef272283910d3ad517b616cb50ba95481106?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;44
Even Flow;292580;17;1;2;;https://p.scdn.co/mp3-preview/c3ea42310a641fd8febd51dc93c06f8f0876dfea?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;75
Everlong;250546;94;1;11;;https://p.scdn.co/mp3-preview/7258a9fd5a751e9bdb7030b0da623b3b498b6ba0?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;78
Every 1's a Winner;244480;92;1;9;;https://p.scdn.co/mp3-preview/fa2ce468c64d8703347bce47409867caa16e7c6e?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;44
Every Morning;219866;94;1;2;;https://p.scdn.co/mp3-preview/a6a38c3b3361c56319ff3ba9dcf6a557dda046d8?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;66
Everybody (Backstreet's Back) - Extended Version;287293;93;1;4;;https://p.scdn.co/mp3-preview/ee2f717ca070fef7efe0080653548420a24b7d57?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;59
Everything She Wants;302693;137;1;2;;https://p.scdn.co/mp3-preview/d2b00da35405526fab9b016d2822146406c2d4bd?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;65
Everytime You Go Away;321573;95;1;9;;https://p.scdn.co/mp3-preview/827dc6ca2a0f20c85099a6d2db005a93bd451248?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;34
Evil;284960;40;1;1;;https://p.scdn.co/mp3-preview/ef84bb92927f5580509020f601691b22bae79e19?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;50
Executioner's Tax (Swing of the Axe);225245;94;1;2;;https://p.scdn.co/mp3-preview/cc9d5aeb3d45d93180faf100a06039099950b95c?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;55
Eye of the Tiger;243773;9;1;1;;https://p.scdn.co/mp3-preview/0305e216dd77b09c395724bd2c3506cd1047dad2?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;74
Eye of the Witch;227533;149;1;1;;https://p.scdn.co/mp3-preview/b1940b0b46add616fb85c8f048b97097b5ba2cb3?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;41
Eyes Of The World;232373;121;1;1;;https://p.scdn.co/mp3-preview/5ccd9f2d6a763e668808a06640eb68680d76314e?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;39
Fabuless;240706;137;1;6;;https://p.scdn.co/mp3-preview/87943baa52b4b8daa3569692b7d28198ed70d421?cid=9950ac751e34487dbbe027c4fd7f8e99;TRUE;52
Face Of Melinda (Remastered);478933;93;1;5;;https://p.scdn.co/mp3-preview/6c4276b1ef5900e1928a1dc23a2ed88fae554e4f?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;47
Fade;205750;95;1;2;;https://p.scdn.co/mp3-preview/ea7dcfe963fcd6ed42f9b2ef67d6f02cc11d51e2?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;40
Failure;362029;1;1;3;;https://p.scdn.co/mp3-preview/aeef333a04a4187123f3f397a5190efae5952c6a?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;44
Faith - Remastered;193200;79;1;1;;https://p.scdn.co/mp3-preview/ad227db8dedb8bbe85768d81a804db1d6e537967?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;75
Faith Divides Us - Death Unites Us;263640;149;1;5;;https://p.scdn.co/mp3-preview/68e39eed5ec2191b0626f27dd75c6cae073c6002?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;47
Fall from Grace;313523;135;1;2;;https://p.scdn.co/mp3-preview/c3fb7fd7ddbd673d51b06bf8ddee4fff900a8348?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;35
Fall to Ascend;306613;95;1;1;;https://p.scdn.co/mp3-preview/90689b16aaa5efd869cf1390ab94882c6823f523?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;36
Fall to Pieces;271440;9;1;6;;https://p.scdn.co/mp3-preview/a3f68e414da3d0ff3d2231920aada75f7c65db68?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;54
Fallin';210200;137;1;4;;https://p.scdn.co/mp3-preview/ae42933574185ef27c721348d85b1a5e8734172a?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;58
Falling;297403;93;1;1;;https://p.scdn.co/mp3-preview/14b4feffde913edf30f0b800bb922751694ba049?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;44
Falling Away from Me;270920;149;1;2;;https://p.scdn.co/mp3-preview/d6841c6cc6d6871bba3e63e78384f49e0d8bbb89?cid=9950ac751e34487dbbe027c4fd7f8e99;TRUE;72
Fame - 1999 Remaster;251800;40;1;16;;https://p.scdn.co/mp3-preview/3f7f7a8be0134b7c17dc1da670f7910dc1cae616?cid=9950ac751e34487dbbe027c4fd7f8e99;TRUE;33
Fannybaws;254824;121;1;2;;https://p.scdn.co/mp3-preview/8565a46eb53c06c879118617ea3cd5bf0aeed538?cid=9950ac751e34487dbbe027c4fd7f8e99;TRUE;50
Far Behind;299733;17;1;5;;https://p.scdn.co/mp3-preview/9419d8f5aee62ea52f57521f51e45f4ab9edb343?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;66
Farewell;180600;40;1;4;;https://p.scdn.co/mp3-preview/541234847d01aef8c0dda9a10fe8dbdcf417399e?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;34
Fast as a Shark;228666;92;1;1;;https://p.scdn.co/mp3-preview/e67b3ad5c5a67a847dc4ecd14265173d4bfce8f5?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;47
Fast Car;296800;138;1;2;;https://p.scdn.co/mp3-preview/d7c7088e15ff83fd4352fa675f52e29986671b0c?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;78
Fastlove, Pt. 1;324666;95;1;2;;https://p.scdn.co/mp3-preview/6cd1d2fcae7a5f915c6bc501db2aca4792ce57fd?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;64
Father Figure - Remastered;336666;1;1;2;;https://p.scdn.co/mp3-preview/917d135da8180366683c43b118fe6d521fca71e5?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;64
Fear Inoculum;620101;1;1;1;;https://p.scdn.co/mp3-preview/7382bdd1b2dea93a5240263db84fd76268052668?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;62
Fear of the Dark - 2015 Remaster;438120;121;1;12;;https://p.scdn.co/mp3-preview/bb99e155bf752929a0d1339f84675f36ca9a10b2?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;70
Feel Good Inc.;222640;40;1;6;;https://p.scdn.co/mp3-preview/1d2d3efd17210924f7750b95583b37964ffaa115?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;82
Fever Dreams;277600;137;1;4;;https://p.scdn.co/mp3-preview/76f7e65688231e0520ea0fa6a2acb4b4293d589e?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;46
Fighter;245960;94;1;4;;https://p.scdn.co/mp3-preview/b1d94df0bb89a656665c83971170e9fa9fce4cc8?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;69
Fighting the World;230560;1;1;1;;https://p.scdn.co/mp3-preview/2352e93f56d1d30da39201fe652d156eac378758?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;54
Figure It Out;183602;92;1;3;;https://p.scdn.co/mp3-preview/0ea6615d349d424861653e72d95c2288cc8d69c0?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;67
Fire, Walk with Me;548313;138;1;1;;https://p.scdn.co/mp3-preview/3185453f766d4f11912a20eb7aa41645065074c1?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;46
Flashdance...What a Feeling - Radio Edit;237053;94;1;1;;https://p.scdn.co/mp3-preview/bc04e2220baa910406c48ebb47362311d890d9a0?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;71
Fleur de lis;253000;135;1;3;;https://p.scdn.co/mp3-preview/e412e23367fed5980375fe5198040b2b5ff31ac6?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;52
Fleur de lis;253000;22;1;1;;https://p.scdn.co/mp3-preview/e412e23367fed5980375fe5198040b2b5ff31ac6?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;44
Flies;217293;9;1;1;;https://p.scdn.co/mp3-preview/3c00c6b990f82ef1fe10ce2d4c136e64af314dd7?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;38
Float On;208466;137;1;3;;https://p.scdn.co/mp3-preview/0d741d740ea0e449057d326439a47e974447e86d?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;72
Flying Whales;464453;40;1;7;;https://p.scdn.co/mp3-preview/abc838fdc0c3f8f3d70e2ffb5f57a2ecae6af8dd?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;37
Fool for Your Loving - 2011 Remaster;259066;149;1;1;;https://p.scdn.co/mp3-preview/5eaa1316c3f63092b323539ba4c2fc83f9f4be71?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;52
Fools Gold - Remastered;594453;22;1;12;;https://p.scdn.co/mp3-preview/52e7c47607d052ba4ae30ac074e1444105d1433c?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;61
"Footloose - From ""Footloose"" Soundtrack";226293;121;2;1;;https://p.scdn.co/mp3-preview/0982054b4e6e6e53f0760b19a73c7128e367e615?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;68
For Those About to Rock (We Salute You);344240;40;1;1;;https://p.scdn.co/mp3-preview/cb3a4e853450e240511a33febf7f8a09b449e4ea?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;65
Forest Whispers My Name;306693;9;1;3;;https://p.scdn.co/mp3-preview/4c96941e1a7182e3e2182d3173cea4b5f57a3fc5?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;39
Forever;188573;1;1;12;;https://p.scdn.co/mp3-preview/f9aac3553c801aca5adaeb42d6712b8f9af913c9?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;42
Forever and One (Neverland);234533;135;1;5;;https://p.scdn.co/mp3-preview/ad02c0e706616c5615edfdf4322189a6982d9bfb?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;56
Forget You;222733;135;1;3;;https://p.scdn.co/mp3-preview/ad508080cdbde0340b316ec210c8593c3e4aef94?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;64
Forgotten Paths;664388;40;1;1;;https://p.scdn.co/mp3-preview/6d56defe1a725d148449e22a265ff17d7ce9632e?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;38
Forgotten Years - Remastered;263653;149;1;18;;https://p.scdn.co/mp3-preview/6a46f99004fe5891b9a0e3b5ec0140b1b0490098?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;42
Forsaken;335560;9;1;2;;https://p.scdn.co/mp3-preview/00b2fcaee486fa889f0ba3bc9042e5b8b8e445fb?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;49
Forty Six & 2;363066;137;1;5;;https://p.scdn.co/mp3-preview/84f5dbd7be0a6ef10b3ee76485b4c64c6a25b319?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;67
Forward!;209100;92;1;4;;https://p.scdn.co/mp3-preview/eff5c9ef25d181bbe9222fed66663b9473278370?cid=9950ac751e34487dbbe027c4fd7f8e99;TRUE;49
Four Walls;307933;93;1;7;;https://p.scdn.co/mp3-preview/eaa803fd96918e77db6011d63c102f22cda26700?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;49
Foxey Lady;198293;135;1;11;;https://p.scdn.co/mp3-preview/2123e0166970b15c7f9c3f7250c1d81f07fbcfce?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;47
Fragile Dreams;332066;93;1;10;;https://p.scdn.co/mp3-preview/abded2dd74c30bf1ae6a93e1c17523baf70b00d9?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;23
Freak;226106;93;1;2;;https://p.scdn.co/mp3-preview/eba77584b8fb042b71b3a65d63a370f811250543?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;59
Freak On a Leash;255733;135;1;2;;https://p.scdn.co/mp3-preview/14933695bf1a6f25b2c602d9bf4d774e5dcb2d6c?cid=9950ac751e34487dbbe027c4fd7f8e99;TRUE;75
From Hell with Love;235295;94;1;2;;https://p.scdn.co/mp3-preview/c722e2b089a83fb78329c41aa436ba5be3ce8b60?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;56
From the Cradle to Enslave;397160;79;1;1;;https://p.scdn.co/mp3-preview/d37262012a3b3f78b1a977912e6d88f768af5ac4?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;47
From the Flame;231346;40;1;3;;https://p.scdn.co/mp3-preview/3584dfb99c809945a0c76decf5a785b4c17ca178?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;49
Full Circle;202249;92;1;3;;https://p.scdn.co/mp3-preview/2635ef4fcbcee443bc6c01bdf854212079a39bc1?cid=9950ac751e34487dbbe027c4fd7f8e99;TRUE;62
Genesis;365861;149;1;2;;https://p.scdn.co/mp3-preview/8218554e55a86581d9945cb824b1f4e9e129f2b7?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;41
Ghost Chapter;263203;149;1;1;;https://p.scdn.co/mp3-preview/f475ce8a4f239010efb09e32addfd2fd9c23c576?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;37
Ghost Division;231200;95;1;2;;https://p.scdn.co/mp3-preview/b336cd837d636adb192ea646553edc022efda514?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;61
Ghost Myself;192000;40;1;1;;https://p.scdn.co/mp3-preview/a6068eafefeabb4d14f9ce2da5875928f52538d4?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;53
Ghost of Perdition;629480;22;1;1;;https://p.scdn.co/mp3-preview/beb827263fb2345bd0cecb3aa6036dc1b9433efb?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;52
Ghost Walking;270693;22;1;3;;https://p.scdn.co/mp3-preview/905d4c61d9acc1a92287481994a5ce37db4a71fb?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;48
Girls & Boys;259386;40;1;10;;https://p.scdn.co/mp3-preview/e6fe3a8d487412f67de6e731c1cea650cde07055?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;68
Girls Just Want to Have Fun;238120;92;1;2;;https://p.scdn.co/mp3-preview/6bee4180ef21c7badcfae3293ce3427c2e2dfa37?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;68
Girls on Film - 2010 Remaster;212853;93;1;1;;https://p.scdn.co/mp3-preview/eedad12c75be8a41f9f8cbf5393410d286ec676c?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;62
Girls, Girls, Girls;270426;149;1;2;;https://p.scdn.co/mp3-preview/f84f2cba1e6180c0c6bec586c54daa3352d33da6?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;71
Give It Away;282906;149;1;9;;https://p.scdn.co/mp3-preview/fcdf3224d230b26b637418c2d1028bc482db7fce?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;74
Give Me One Reason;268333;79;1;9;;https://p.scdn.co/mp3-preview/1afe5b792dbc0c7fbf6fa302f5464c89858c9401?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;69
Give Me the Night;222626;9;1;3;;https://p.scdn.co/mp3-preview/1bf8969b69ee254141720888a13a7386a90f83a5?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;67
Givin' Yourself Away;326000;95;1;10;;https://p.scdn.co/mp3-preview/191601b6542f0f5e6c4672aff5781148382ba41b?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;51
Gloria;295066;79;1;13;;https://p.scdn.co/mp3-preview/5f28c781d9459459ce25e9288148902e23d9094b?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;65
Gloria;319973;138;1;7;;https://p.scdn.co/mp3-preview/37f13cd3782f4ed57c4d7b44c310e98ceb82fa66?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;37
Glory Days;254733;95;1;10;;https://p.scdn.co/mp3-preview/35ec64feedad2fca5734ab76394156e49ca87c3b?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;70
Glory of Love;258120;22;1;3;;https://p.scdn.co/mp3-preview/d15f9cda1cd10663a9d4d748abb8e6ffb015dcf2?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;73
God Was Never on Your Side;261186;95;1;6;;https://p.scdn.co/mp3-preview/0caf6fe555b34252ad6467378ec6af6662c6ca93?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;58
Gods of Wrath;401000;94;1;4;;https://p.scdn.co/mp3-preview/c7096db64a26bf9f3a52014e9d035fea915b92c1?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;37
Golden Brown;206760;95;1;12;;https://p.scdn.co/mp3-preview/483ee8625f80676748f66982e54982cfbc2032ad?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;50
Golden Years - 2016 Remaster;243280;22;1;2;;https://p.scdn.co/mp3-preview/9430da69f53cfc3ed63ca0cb0a8e3dee8066d13a?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;62
Gonna Make You Sweat (Everybody Dance Now);243693;40;1;1;;https://p.scdn.co/mp3-preview/639151cba9cb6af06b36bfff84abf7778e4c75d2?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;58
Good;185093;137;1;2;;https://p.scdn.co/mp3-preview/6bfc11277b363b5ebfefd33017d44a282ca97a63?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;63
Good Riddance (Time of Your Life);153466;93;1;17;;https://p.scdn.co/mp3-preview/e12bf548d4633c9877b3772493bf9a980511b926?cid=9950ac751e34487dbbe027c4fd7f8e99;TRUE;76
Got You (Where I Want You);242453;138;1;2;;https://p.scdn.co/mp3-preview/1b617b871b444baa6d592a2ed0b950549ed25d71?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;58
Gravity;227478;135;1;1;;https://p.scdn.co/mp3-preview/dfcdaa892ad2ece164ad12ddcff95ec1c8a4515b?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;47
Grayscale;216210;9;1;1;;https://p.scdn.co/mp3-preview/96bb2db88bbc40d52964a54b5f0b3eaaefdcaebd?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;44
Green Machine;217906;121;1;2;;https://p.scdn.co/mp3-preview/f9bd63b59827eb86456fb28fcb9b87fe3c38ba49?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;55
Groove Is in the Heart;231786;9;1;2;;https://p.scdn.co/mp3-preview/9f04c5adba9415770b90b9d08bf055752c1d19fd?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;64
Gunfire;320786;40;1;1;;https://p.scdn.co/mp3-preview/083e17d3652ccf6fd3a96c0aa8a7b938a7d03b99?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;37
Hail to the King;305906;9;1;2;;https://p.scdn.co/mp3-preview/98789a401a319f3d9cbae41c6c89630154c0998c?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;76
Hallelujah;256946;79;1;3;;https://p.scdn.co/mp3-preview/9b5f09a6c8600782c94823479fd42c3c287e6cd8?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;48
Halo;542586;138;1;6;;https://p.scdn.co/mp3-preview/538dbe97d64c481c81fe46e40ca4ee865c69ba6d?cid=9950ac751e34487dbbe027c4fd7f8e99;TRUE;45
Halo;195306;9;1;2;;https://p.scdn.co/mp3-preview/4f9c247ad83475041797e97aeb55b78298be1932?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;55
Halo;195653;92;1;2;;https://p.scdn.co/mp3-preview/f0993cee607f769bfff81f038e4a0b6ec2f07b47?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;58
Hammer Smashed Face;242760;79;1;1;;https://p.scdn.co/mp3-preview/3b709d8a0f07448e88db9bf5003e0c8ce5a5946e?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;56
Happy?;216426;1;1;3;;https://p.scdn.co/mp3-preview/02b00e7558b3cab8501dc3a9014269cb16bd08e3?cid=9950ac751e34487dbbe027c4fd7f8e99;TRUE;69
Hard as a Rock;271000;138;1;1;;https://p.scdn.co/mp3-preview/9ba7d65ee884e1fc7efdaa9a33140eb6bd3cb979?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;62
Hard Rock Hallelujah;247200;93;1;7;;https://p.scdn.co/mp3-preview/4fd59f93ef810cf0ba939575cf1b1073d850ed14?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;58
Hate To Say I Told You So;200693;135;1;6;;https://p.scdn.co/mp3-preview/84adc95aa96273e334bcaf0531f11bf53b10106d?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;68
Headed for a Heartbreak;312600;93;1;10;;https://p.scdn.co/mp3-preview/01276d4c919853421c6b21194239036ba5e40c3a?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;47
Heart Demolition;339373;121;1;1;;https://p.scdn.co/mp3-preview/2e84240982242e4c48b46a44e684298538f331da?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;33
Heart of Steel;310733;135;1;3;;https://p.scdn.co/mp3-preview/1cf4d5e8d773adaef65e39bf3c3da026f2cc0c5d?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;53
Heart of the Hurricane;219998;149;1;2;;https://p.scdn.co/mp3-preview/9f4fa0f524ca41df339e497fa78e04adfb4e98b9?cid=9950ac751e34487dbbe027c4fd7f8e99;FALSE;45
